MODELYEAR,MAKE,MODEL,VEHICLECLASS,ENGINESIZE,CYLINDERS,TRANSMISSION,FUELTYPE,FUELCONSUMPTION_CITY,FUELCONSUMPTION_HWY,FUELCONSUMPTION_COMB,FUELCONSUMPTION_COMB_MPG,CO2EMISSIONS
2018,LAMBORGHINI,HURACAN SPYDER AWD,TWO-SEATER,5.2,10,AM7,Z,17.2,12.3,15,19,350
2018,LAND ROVER,DISCOVERY SPORT,SUV - SMALL,2,4,AS9,Z,11.4,9.3,10.5,27,246
2018,LAND ROVER,RANGE ROVER EVOQUE,SUV - SMALL,2,4,AS9,Z,10.9,8,9.6,29,225
2018,LAND ROVER,RANGE ROVER EVOQUE CONVERTIBLE,SUV - SMALL,2,4,AS9,Z,11.2,8.2,9.8,29,231
2018,LAND ROVER,RANGE ROVER VELAR,SUV - SMALL,2,4,AS8,D,9.2,7.8,8.5,33,229
2018,LAND ROVER,RANGE ROVER VELAR,SUV - SMALL,3,6,AS8,Z,13,10,11.6,24,273
2018,LEXUS,ES 300h,MID-SIZE,2.5,4,AV6,X,5.8,6.1,5.9,48,139
2018,LEXUS,ES 350,MID-SIZE,3.5,6,AS6,X,11.4,7.7,9.7,29,226
2018,LEXUS,GS 350 AWD,MID-SIZE,3.5,6,AS6,Z,12.5,9.2,11,26,257
2018,LEXUS,GS 450h,MID-SIZE,3.5,6,AV8,Z,8,6.9,7.5,38,176
2018,LEXUS,GS F,COMPACT,5,8,AS8,Z,14.9,9.7,12.5,23,293
2018,LEXUS,GX 460,SUV - STANDARD,4.6,8,AS6,Z,16,12.9,14.6,19,341
2018,LEXUS,IS 300,COMPACT,2,4,AS8,Z,10.6,7.3,9.1,31,214
2018,LEXUS,IS 300 AWD,COMPACT,3.5,6,AS6,Z,12.3,9.1,10.9,26,254
2018,LEXUS,IS 350 AWD,COMPACT,3.5,6,AS6,Z,12.3,9.1,10.9,26,254
2018,LEXUS,LC 500,SUBCOMPACT,5,8,AS10,Z,14.7,9.2,12.2,23,286
2018,LEXUS,LC 500h,SUBCOMPACT,3.5,6,AV10,Z,8.9,7,8,35,187
2018,LEXUS,LS 500,MID-SIZE,3.4,6,AS10,Z,12.2,7.8,10.2,28,240
2018,LEXUS,LS 500 AWD,MID-SIZE,3.4,6,AS10,Z,13,8.7,11,26,259
2018,LEXUS,LS 500h,MID-SIZE,3.5,6,AV10,Z,9.4,7.1,8.4,34,195
2018,LEXUS,LS 500h AWD,MID-SIZE,3.5,6,AV10,Z,10.3,7.6,9.1,31,211
2018,LEXUS,LX 570,SUV - STANDARD,5.7,8,AS8,Z,18.2,12.8,15.8,18,371
2018,LEXUS,NX 300 AWD,SUV - SMALL,2,4,AS6,Z,10.6,8.5,9.7,29,226
2018,LEXUS,NX 300 AWD F SPORT,SUV - SMALL,2,4,AS6,Z,10.8,8.9,9.9,29,232
2018,LEXUS,NX 300h AWD,SUV - SMALL,2.5,4,AV6,X,7.2,7.9,7.5,38,176
2018,LEXUS,RC 300 AWD,SUBCOMPACT,3.5,6,AS6,Z,13.1,9.8,11.2,25,262
2018,LEXUS,RC 350 AWD,SUBCOMPACT,3.5,6,AS6,Z,13.1,9.8,11.2,25,262
2018,LEXUS,RC F,SUBCOMPACT,5,8,AS8,Z,15.2,9.5,12.6,22,289
2018,LEXUS,RX 350 AWD,SUV - SMALL,3.5,6,AS8,X,12.2,9,10.8,26,252
2018,LEXUS,RX 350 L AWD,SUV - SMALL,3.5,6,AS8,X,13.1,9.4,11.1,25,268
2018,LEXUS,RX 450h AWD,SUV - STANDARD,3.5,6,AV6,Z,7.5,8.4,7.9,36,185
2018,LINCOLN,CONTINENTAL AWD,FULL-SIZE,2.7,6,AS6,X,14,9.4,12,24,280
2018,LINCOLN,CONTINENTAL AWD,FULL-SIZE,3,6,AS6,X,14.5,9.8,12.3,23,290
2018,LINCOLN,CONTINENTAL AWD,FULL-SIZE,3.7,6,AS6,X,14.3,9.7,12.2,23,287
2018,LINCOLN,MKC AWD,SUV - SMALL,2,4,AS6,X,12.3,9.3,10.9,26,256
2018,LINCOLN,MKC AWD (Start/Stop),SUV - SMALL,2,4,AS6,X,12.1,9.3,10.8,26,254
2018,LINCOLN,MKC AWD,SUV - SMALL,2.3,4,AS6,X,13.1,9.4,11.5,25,269
2018,LINCOLN,MKT AWD,SUV - STANDARD,3.5,6,AS6,X,15.7,11.2,13.7,21,322
2018,LINCOLN,MKT LIVERY AWD,SPECIAL PURPOSE VEHICLE,3.7,6,A6,X,14.7,10.2,12.7,22,298
2018,LINCOLN,MKX AWD,SUV - SMALL,2.7,6,AS6,X,14.1,9.8,12.1,23,284
2018,LINCOLN,MKX AWD,SUV - SMALL,3.7,6,AS6,X,14.3,10.3,12.5,23,293
2018,LINCOLN,MKZ AWD,MID-SIZE,2,4,AS6,X,11.8,8.4,10.3,27,242
2018,LINCOLN,MKZ AWD,MID-SIZE,3,6,AS6,X,14,9.2,11.8,24,278
2018,LINCOLN,MKZ HYBRID,MID-SIZE,2,4,AV,X,5.7,6.2,5.9,48,139
2018,LINCOLN,NAVIGATOR 4X4,SUV - STANDARD,3.5,6,AS10,X,14.9,11.3,13.3,21,310
2018,MASERATI,GHIBLI,MID-SIZE,3,6,AS8,Z,14.1,9.8,12.2,23,286
2018,MASERATI,GHIBLI S,MID-SIZE,3,6,AS8,Z,14.5,10,12.4,23,293
2018,MASERATI,GHIBLI SQ4,MID-SIZE,3,6,AS8,Z,14.7,9.9,12.6,22,295
2018,MASERATI,GRANTURISMO,SUBCOMPACT,4.7,8,AS6,Z,18.2,11.4,15.1,19,355
2018,MASERATI,GRANTURISMO CONVERTIBLE,SUBCOMPACT,4.7,8,AS6,Z,18.2,11.6,15.2,19,358
2018,MASERATI,LEVANTE,SUV - STANDARD,3,6,AS8,Z,16.4,11.9,14.4,20,340
2018,MASERATI,LEVANTE S,SUV - STANDARD,3,6,AS8,Z,16.6,12.2,14.7,19,346
2018,MASERATI,QUATTROPORTE GTS,FULL-SIZE,3.8,8,AS8,Z,16.1,10.8,13.7,21,321
2018,MASERATI,QUATTROPORTE S,FULL-SIZE,3,6,AS8,Z,14.9,10.3,12.8,22,300
2018,MASERATI,QUATTROPORTE SQ4,FULL-SIZE,3,6,AS8,Z,15,10.3,12.8,22,301
2018,MAZDA,CX-3,COMPACT,2,4,AS6,X,8.2,6.9,7.6,37,180
2018,MAZDA,CX-3,COMPACT,2,4,M6,X,9,7,8.1,35,189
2018,MAZDA,CX-3 4WD,COMPACT,2,4,AS6,X,8.8,7.5,8.2,34,192
2018,MAZDA,CX-5 ,SUV - SMALL,2,4,M6,X,9.7,7.7,8.8,32,206
2018,MAZDA,CX-5,SUV - SMALL,2.5,4,AS6,X,9.7,7.8,8.8,32,206
2018,MAZDA,CX-5 (Cylinder Deactivation),SUV - SMALL,2.5,4,AS6,X,9.3,7.6,8.5,33,201
2018,MAZDA,CX-5 4WD,SUV - SMALL,2.5,4,AS6,X,10.2,8.2,9.3,30,217
2018,MAZDA,CX-5 4WD (Cylinder Deactivation),SUV - SMALL,2.5,4,AS6,X,9.8,7.9,9,31,208
2018,MAZDA,CX-9,SUV - SMALL,2.5,4,AS6,X,10.6,8.4,9.6,29,225
2018,MAZDA,CX-9 4WD,SUV - SMALL,2.5,4,AS6,X,11.5,8.9,10.4,27,242
2018,MAZDA,MAZDA3 4-DOOR,COMPACT,2,4,AS6,X,8.4,6.4,7.5,38,176
2018,MAZDA,MAZDA3 4-DOOR,COMPACT,2,4,M6,X,8.5,6.2,7.5,38,175
2018,MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,2,4,M6,X,8.5,6.2,7.5,38,175
2018,MAZDA,MAZDA3 4-DOOR,COMPACT,2.5,4,AS6,X,8.8,6.6,7.8,36,182
2018,MAZDA,MAZDA3 4-DOOR (i-ELOOP),COMPACT,2.5,4,AS6,X,8.5,6.4,7.6,37,176
2018,MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,2.5,4,M6,X,9.3,6.9,8.2,34,194
2018,MAZDA,MAZDA3 5-DOOR,MID-SIZE,2,4,AS6,X,8.4,6.4,7.5,38,174
2018,MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2,4,M6,X,8.6,6.4,7.6,37,178
2018,MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.5,4,AS6,X,9,6.7,7.8,36,187
2018,MAZDA,MAZDA3 5-DOOR (i-ELOOP),MID-SIZE,2.5,4,AS6,X,8.7,6.6,7.8,36,181
2018,MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2.5,4,M6,X,9.6,7,8.4,34,198
2018,MAZDA,MAZDA6,MID-SIZE,2.5,4,AS6,X,9.1,6.7,8,35,187
2018,MAZDA,MAZDA6 TURBO,MID-SIZE,2.5,4,AS6,X,10,7.5,8.9,32,208
2018,MAZDA,MX-5,TWO-SEATER,2,4,AS6,Z,9.1,6.8,8,35,188
2018,MAZDA,MX-5 (SIL),TWO-SEATER,2,4,M6,Z,8.9,7.1,8.1,35,189
2018,MERCEDES-BENZ,AMG C 43 4MATIC,COMPACT,3,6,A9,Z,11.8,8.8,10.4,27,244
2018,MERCEDES-BENZ,AMG C 43 4MATIC CABRIOLET,SUBCOMPACT,3,6,A9,Z,12.3,9.4,11,26,256
2018,MERCEDES-BENZ,AMG C 43 4MATIC COUPE,SUBCOMPACT,3,6,A9,Z,11.8,8.8,10.5,27,245
2018,MERCEDES-BENZ,AMG C 63,COMPACT,4,8,A7,Z,13.4,9.6,11.7,24,274
2018,MERCEDES-BENZ,AMG C 63 CABRIOLET,SUBCOMPACT,4,8,A7,Z,14,10.4,12.4,23,291
2018,MERCEDES-BENZ,AMG C 63 COUPE,SUBCOMPACT,4,8,A7,Z,13.8,10.1,12.1,23,285
2018,MERCEDES-BENZ,AMG C 63 S,COMPACT,4,8,A7,Z,13.4,9.6,11.7,24,274
2018,MERCEDES-BENZ,AMG C 63 S CABRIOLET,SUBCOMPACT,4,8,A7,Z,14,10.4,12.4,23,291
2018,MERCEDES-BENZ,AMG C 63 S COUPE,SUBCOMPACT,4,8,A7,Z,13.8,10.2,12.2,23,285
2018,MERCEDES-BENZ,AMG CLA 45 4MATIC,COMPACT,2,4,AM7,Z,10.3,7.9,9.2,31,217
2018,MERCEDES-BENZ,AMG E 43 4MATIC,MID-SIZE,3,6,A9,Z,12.4,9.4,11.1,25,258
2018,MERCEDES-BENZ,AMG E 63 S 4MATIC,MID-SIZE,4,8,A9,Z,15.5,10.6,13.3,21,313
2018,MERCEDES-BENZ,AMG E 63 S 4MATIC WAGON,STATION WAGON - MID-SIZE,4,8,A9,Z,15.2,11,13.3,21,312
2018,MERCEDES-BENZ,AMG G 63,SUV - STANDARD,5.5,8,A7,Z,19.9,15.5,17.9,16,419
2018,MERCEDES-BENZ,AMG G 65,SUV - STANDARD,6,12,A7,Z,22.2,18,20.3,14,473
2018,MERCEDES-BENZ,AMG GLA 45 4MATIC,STATION WAGON - MID-SIZE,2,4,AM7,Z,10.7,8.3,9.6,29,225
2018,MERCEDES-BENZ,AMG GLC 43 4MATIC,SUV - SMALL,3,6,A9,Z,13.1,10.1,11.8,24,277
2018,MERCEDES-BENZ,AMG GLC 43 4MATIC COUPE,SUV - SMALL,3,6,A9,Z,13,9.9,11.6,24,272
2018,MERCEDES-BENZ,AMG GLE 43 4MATIC,SUV - STANDARD,3,6,A9,Z,13.5,10.3,12.1,23,282
2018,MERCEDES-BENZ,AMG GLE 43 4MATIC COUPE,SUV - STANDARD,3,6,A9,Z,13.5,10.6,12.2,23,285
2018,MERCEDES-BENZ,AMG GLE 63 S 4MATIC,SUV - STANDARD,5.5,8,A7,Z,17.2,13.4,15.5,18,364
2018,MERCEDES-BENZ,AMG GLE 63 S 4MATIC COUPE,SUV - STANDARD,5.5,8,A7,Z,17.2,12.8,15.2,19,357
2018,MERCEDES-BENZ,AMG GLS 63 4MATIC,SUV - STANDARD,5.5,8,A7,Z,17.6,13.3,15.7,18,367
2018,MERCEDES-BENZ,AMG GT COUPE,TWO-SEATER,4,8,AM7,Z,14.5,10.8,12.8,22,302
2018,MERCEDES-BENZ,AMG GT ROADSTER,TWO-SEATER,4,8,AM7,Z,14.7,11,13,22,304
2018,MERCEDES-BENZ,AMG GT C COUPE,TWO-SEATER,4,8,AM7,Z,15.5,11.7,13.8,20,322
2018,MERCEDES-BENZ,AMG GT C ROADSTER,TWO-SEATER,4,8,AM7,Z,15.5,11.7,13.8,20,322
2018,MERCEDES-BENZ,AMG GT R COUPE,TWO-SEATER,4,8,AM7,Z,15.6,11.9,13.9,20,324
2018,MERCEDES-BENZ,AMG GT S COUPE,TWO-SEATER,4,8,AM7,Z,14.5,10.8,12.8,22,302
2018,MERCEDES-BENZ,AMG S 63 4MATIC,FULL-SIZE,4,8,A9,Z,14.1,8.9,11.8,24,275
2018,MERCEDES-BENZ,AMG S 63 4MATIC CABRIOLET,SUBCOMPACT,4,8,A9,Z,15.8,9.8,13.1,22,306
2018,MERCEDES-BENZ,AMG S 63 4MATIC COUPE,COMPACT,4,8,A9,Z,14,8.7,11.6,24,271
2018,MERCEDES-BENZ,AMG S 65,FULL-SIZE,6,12,A7,Z,18.6,10.9,15.1,19,356
2018,MERCEDES-BENZ,AMG SL 63,TWO-SEATER,5.5,8,A7,Z,14.7,9.5,12.4,23,291
2018,MERCEDES-BENZ,AMG SL 65,TWO-SEATER,6,12,A7,Z,17.6,10.8,14.5,19,339
2018,MERCEDES-BENZ,AMG SLC 43,TWO-SEATER,3,6,A9,Z,11.6,8.2,10.1,28,236
2018,MERCEDES-BENZ,B 250,MID-SIZE,2,4,AM7,Z,9.8,6.8,8.4,34,196
2018,MERCEDES-BENZ,B 250 4MATIC,MID-SIZE,2,4,AM7,Z,10.3,7.8,9.1,31,215
2018,MERCEDES-BENZ,C 300 4MATIC,COMPACT,2,4,A9,Z,10.5,7.5,9.1,31,214
2018,MERCEDES-BENZ,C 300 4MATIC CABRIOLET,SUBCOMPACT,2,4,A9,Z,10.8,8,9.6,29,224
2018,MERCEDES-BENZ,C 300 4MATIC COUPE,SUBCOMPACT,2,4,A9,Z,10.5,7.8,9.3,30,218
2018,MERCEDES-BENZ,C 300 4MATIC WAGON,STATION WAGON - MID-SIZE,2,4,A9,Z,10.7,8,9.5,30,222
2018,MERCEDES-BENZ,CLA 250,COMPACT,2,4,AM7,Z,9.6,6.6,8.2,34,193
2018,MERCEDES-BENZ,CLA 250 4MATIC,COMPACT,2,4,AM7,Z,9.9,7.3,8.7,32,204
2018,MERCEDES-BENZ,E 300 4MATIC,MID-SIZE,2,4,A9,Z,11,8.1,9.7,29,227
2018,MERCEDES-BENZ,E 400 4MATIC,MID-SIZE,3,6,A9,Z,11.8,8.7,10.4,27,246
2018,MERCEDES-BENZ,E 400 4MATIC CABRIOLET,SUBCOMPACT,3,6,A9,Z,12,9.2,10.8,26,251
2018,MERCEDES-BENZ,E 400 4MATIC COUPE,SUBCOMPACT,3,6,A9,Z,11.9,9,10.6,27,248
2018,MERCEDES-BENZ,E 400 4MATIC WAGON,STATION WAGON - MID-SIZE,3,6,A9,Z,12.4,9.5,11.1,25,261
2018,MERCEDES-BENZ,G 550,SUV - STANDARD,4,8,A7,Z,18.2,16.5,17.5,16,410
2018,MERCEDES-BENZ,GLA 250 4MATIC,SUV - SMALL,2,4,AM7,Z,10.1,7.6,9,31,209
2018,MERCEDES-BENZ,GLC 300 4MATIC,SUV - SMALL,2,4,A9,Z,11.1,8.6,10,28,240
2018,MERCEDES-BENZ,GLC 300 4MATIC COUPE,SUV - SMALL,2,4,A9,Z,11,8.7,10,28,235
2018,MERCEDES-BENZ,GLE 400 4MATIC,SUV - STANDARD,3,6,A9,Z,13.5,10.3,12.1,23,282
2018,MERCEDES-BENZ,GLE 550 4MATIC,SUV - STANDARD,4.7,8,A9,Z,15.2,11.4,13.5,21,317
2018,MERCEDES-BENZ,GLS 450 4MATIC,SUV - STANDARD,3,6,A9,Z,14.3,11.4,13,22,305
2018,MERCEDES-BENZ,GLS 550 4MATIC,SUV - STANDARD,4.7,8,A9,Z,16.5,12.6,14.7,19,346
2018,MERCEDES-BENZ,MAYBACH S 650,FULL-SIZE,6,12,A9,Z,18.4,11.1,15.1,19,355
2018,MERCEDES-BENZ,METRIS CARGO,SPECIAL PURPOSE VEHICLE,2,4,A7,Z,11.5,9.8,10.7,26,251
2018,MERCEDES-BENZ,METRIS PASSENGER,SPECIAL PURPOSE VEHICLE,2,4,A7,Z,12.3,10.3,11.4,25,268
2018,MERCEDES-BENZ,S 450 4MATIC SWB,MID-SIZE,3,6,A9,Z,12.8,8.5,10.9,26,255
2018,MERCEDES-BENZ,S 560 CABRIOLET,SUBCOMPACT,4,8,A9,Z,13.9,9.2,11.8,24,276
2018,MERCEDES-BENZ,S 560 4MATIC,FULL-SIZE,4,8,A9,Z,13.5,8.6,11.3,25,265
2018,MERCEDES-BENZ,S 560 4MATIC SWB,MID-SIZE,4,8,A9,Z,13.1,8.8,11.2,25,261
2018,MERCEDES-BENZ,S 560 4MATIC COUPE,COMPACT,4,8,A9,Z,13.6,8.8,11.4,25,269
2018,MERCEDES-BENZ,SL 450,TWO-SEATER,3,6,A9,Z,11.5,8.5,10.2,28,238
2018,MERCEDES-BENZ,SL 550,TWO-SEATER,4.7,8,A9,Z,13.5,9.6,11.8,24,275
2018,MERCEDES-BENZ,SLC 300,TWO-SEATER,2,4,A9,Z,9.6,7.4,8.6,33,202
2018,MINI,COOPER 3 DOOR,SUBCOMPACT,1.5,3,AS6,Z,8.7,6.8,7.9,36,184
2018,MINI,COOPER 3 DOOR,SUBCOMPACT,1.5,3,M6,Z,8.5,6.2,7.5,38,175
2018,MINI,COOPER 5 DOOR,SUBCOMPACT,1.5,3,AS6,Z,8.7,6.8,7.9,36,184
2018,MINI,COOPER 5 DOOR,SUBCOMPACT,1.5,3,M6,Z,8.4,6.3,7.4,38,174
2018,MINI,COOPER CLUBMAN ALL4,MID-SIZE,1.5,3,AS8,Z,10.2,7.6,9,31,212
2018,MINI,COOPER CLUBMAN ALL4,MID-SIZE,1.5,3,M6,Z,10.5,7.4,9.1,31,214
2018,MINI,COOPER CONVERTIBLE,MINICOMPACT,1.5,3,AS6,Z,8.7,6.8,7.9,36,184
2018,MINI,COOPER CONVERTIBLE,MINICOMPACT,1.5,3,M6,Z,8.4,6.3,7.4,38,174
2018,MINI,COOPER COUNTRYMAN ALL4,STATION WAGON - SMALL,1.5,3,AS8,Z,10.3,7.9,9.2,31,215
2018,MINI,COOPER COUNTRYMAN ALL4,STATION WAGON - SMALL,1.5,3,M6,Z,10.5,7.4,9.1,31,214
2018,MINI,COOPER S 3 DOOR,SUBCOMPACT,2,4,AS6,Z,9.3,7.3,8.4,34,197
2018,MINI,COOPER S 3 DOOR,SUBCOMPACT,2,4,M6,Z,10.3,7.4,9,31,210
2018,MINI,COOPER S 5 DOOR,SUBCOMPACT,2,4,AS6,Z,9.3,7.3,8.4,34,197
2018,MINI,COOPER S 5 DOOR,SUBCOMPACT,2,4,M6,Z,10.3,7.4,9,31,210
2018,MINI,COOPER S CLUBMAN ALL4,MID-SIZE,2,4,AS8,Z,10.5,7.6,9.2,31,215
2018,MINI,COOPER S CLUBMAN ALL4,MID-SIZE,2,4,M6,Z,11.4,7.8,9.7,29,227
2018,MINI,COOPER S CONVERTIBLE,MINICOMPACT,2,4,AS6,Z,9.3,7.1,8.3,34,195
2018,MINI,COOPER S CONVERTIBLE,MINICOMPACT,2,4,M6,Z,10.3,7.4,9,31,210
2018,MINI,COOPER S COUNTRYMAN ALL4,MID-SIZE,2,4,AS8,Z,10.5,7.6,9.2,31,215
2018,MINI,COOPER S COUNTRYMAN ALL4,MID-SIZE,2,4,M6,Z,11.3,7.7,9.7,29,227
2018,MINI,JOHN COOPER WORKS,SUBCOMPACT,2,4,AS6,Z,9.3,7.3,8.4,34,197
2018,MINI,JOHN COOPER WORKS,SUBCOMPACT,2,4,M6,Z,10.3,7.4,9,31,210
2018,MINI,JOHN COOPER WORKS CLUBMAN ALL4,MID-SIZE,2,4,AS8,Z,10.2,7.5,9,31,211
2018,MINI,JOHN COOPER WORKS CLUBMAN ALL4,MID-SIZE,2,4,M6,Z,11.4,7.6,9.7,29,228
2018,MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,2,4,AS6,Z,9.8,7.3,8.7,32,203
2018,MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,2,4,M6,Z,10.8,7.7,9.4,30,220
2018,MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,MID-SIZE,2,4,AS8,Z,10.6,7.8,9.3,30,220
2018,MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,MID-SIZE,2,4,M6,Z,11.5,8,9.9,29,232
2018,MITSUBISHI,ECLIPSE CROSS,SUV - SMALL,1.5,4,AV8,X,9.4,8.4,8.9,32,208
2018,MITSUBISHI,ECLIPSE CROSS 4WD,SUV - SMALL,1.5,4,AV8,X,9.6,8.9,9.3,30,216
2018,MITSUBISHI,MIRAGE,COMPACT,1.2,3,AV,X,6.4,5.5,6,47,141
2018,MITSUBISHI,MIRAGE,COMPACT,1.2,3,M5,X,7.1,5.8,6.5,43,150
2018,MITSUBISHI,MIRAGE G4,COMPACT,1.2,3,AV,X,6.9,5.7,6.4,44,149
2018,MITSUBISHI,MIRAGE G4,COMPACT,1.2,3,M5,X,7.2,5.9,6.6,43,155
2018,MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,2.4,4,AV6,X,9.9,8.1,9.1,31,212
2018,MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,3,6,AS6,Z,12,8.8,10.6,27,248
2018,MITSUBISHI,RVR,SUV - SMALL,2,4,AV6,X,9.7,7.8,8.8,32,204
2018,MITSUBISHI,RVR,SUV - SMALL,2,4,M5,X,10.3,8.2,9.3,30,216
2018,MITSUBISHI,RVR 4WD,SUV - SMALL,2,4,AV6,X,10.1,8.2,9.2,31,213
2018,MITSUBISHI,RVR 4WD,SUV - SMALL,2.4,4,AV6,X,10.3,8.3,9.4,30,219
2018,NISSAN,370Z,TWO-SEATER,3.7,6,AS7,Z,12.6,9.3,11.1,25,261
2018,NISSAN,370Z,TWO-SEATER,3.7,6,M6,Z,13.3,9.3,11.5,25,269
2018,NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,AS7,Z,13,9.7,11.5,25,270
2018,NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,M6,Z,13.6,9.7,11.8,24,278
2018,NISSAN,ALTIMA,MID-SIZE,2.5,4,AV,X,8.7,6.3,7.6,37,179
2018,NISSAN,ALTIMA SR,MID-SIZE,2.5,4,AV7,X,8.9,6.4,7.8,36,185
2018,NISSAN,ALTIMA,MID-SIZE,3.5,6,AV7,X,10.6,7.3,9.1,31,214
2018,NISSAN,ARMADA 4WD,SUV - STANDARD,5.6,8,AS7,X,17.5,12.8,15.4,18,362
2018,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,A5,X,13.6,10.7,12.3,23,290
2018,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,M5,X,12.2,10.4,11.4,25,268
2018,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,4,6,A5,X,14.7,10.4,12.8,22,300
2018,NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4,6,A5,X,15.8,11.5,13.9,20,326
2018,NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4,6,M6,X,15.1,11.5,13.5,21,317
2018,NISSAN,GT-R,SUBCOMPACT,3.8,6,AM6,Z,14.5,10.7,12.8,22,300
2018,NISSAN,KICKS,MID-SIZE,1.6,4,AV,X,7.7,6.6,7.2,39,169
2018,NISSAN,MAXIMA,MID-SIZE,3.5,6,AV7,Z,11.1,7.8,9.6,29,227
2018,NISSAN,MICRA,COMPACT,1.6,4,A4,X,9,6.8,8,35,188
2018,NISSAN,MICRA,COMPACT,1.6,4,M5,X,8.7,6.8,7.9,36,186
2018,NISSAN,MURANO,STATION WAGON - MID-SIZE,3.5,6,AV7,X,11,8.3,9.8,29,230
2018,NISSAN,MURANO AWD,STATION WAGON - MID-SIZE,3.5,6,AV7,X,11.2,8.4,9.9,29,232
2018,NISSAN,NV200 CARGO VAN,SPECIAL PURPOSE VEHICLE,2,4,AV,X,9.8,8.8,9.3,30,218
2018,NISSAN,PATHFINDER,SUV - SMALL,3.5,6,AV,X,11.6,8.5,10.2,28,240
2018,NISSAN,PATHFINDER 4WD,SUV - SMALL,3.5,6,AV,X,12.1,8.9,10.7,26,250
2018,NISSAN,PATHFINDER 4WD PLATINUM,SUV - SMALL,3.5,6,AV,X,12.4,9.2,11,26,259
2018,NISSAN,QASHQAI,STATION WAGON - SMALL,2,4,AV,X,8.8,7.3,8.1,35,191
2018,NISSAN,QASHQAI,STATION WAGON - SMALL,2,4,M6,X,10,8.1,9.2,31,216
2018,NISSAN,QASHQAI AWD,STATION WAGON - SMALL,2,4,AV,X,9,7.5,8.4,34,196
2018,NISSAN,ROGUE,SUV - SMALL,2.5,4,AV,X,9.2,7,8.2,34,192
2018,NISSAN,ROGUE AWD,SUV - SMALL,2.5,4,AV,X,9.7,7.4,8.7,32,205
2018,NISSAN,SENTRA,MID-SIZE,1.8,4,AV,X,8.1,6.3,7.3,39,172
2018,NISSAN,SENTRA,MID-SIZE,1.8,4,M6,X,8.9,6.8,8,35,187
2018,NISSAN,SENTRA (Turbo),MID-SIZE,1.6,4,AV7,Z,8.9,7.3,8.2,34,193
2018,NISSAN,SENTRA (Turbo),MID-SIZE,1.6,4,M6,Z,9.1,7.3,8.3,34,195
2018,NISSAN,SENTRA NISMO,MID-SIZE,1.6,4,AV7,Z,9.4,7.8,8.7,32,205
2018,NISSAN,SENTRA NISMO,MID-SIZE,1.6,4,M6,Z,9.5,7.6,8.7,32,204
2018,NISSAN,TITAN,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,15,11.2,13.3,21,312
2018,NISSAN,TITAN 4WD,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,15.2,11.1,13.4,21,315
2018,NISSAN,TITAN 4WD PRO-4X,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,15.9,11.9,14.1,20,331
2018,NISSAN,VERSA,MID-SIZE,1.6,4,AV,X,7.6,6.2,7,40,164
2018,NISSAN,VERSA,MID-SIZE,1.6,4,M5,X,8.6,6.6,7.7,37,180
2018,PORSCHE,911 CARRERA,MINICOMPACT,3,6,AM7,Z,10.6,8,9.4,30,221
2018,PORSCHE,911 CARRERA,MINICOMPACT,3,6,M7,Z,11.8,8.1,10.1,28,237
2018,PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3,6,AM7,Z,10.8,8.3,9.7,29,227
2018,PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3,6,M7,Z,12,8.2,10.3,27,241
2018,PORSCHE,911 CARRERA GTS,MINICOMPACT,3,6,AM7,Z,11.5,9.1,10.4,27,243
2018,PORSCHE,911 CARRERA GTS,MINICOMPACT,3,6,M7,Z,13,8.9,11.1,25,260
2018,PORSCHE,911 CARRERA GTS CABRIOLET,MINICOMPACT,3,6,AM7,Z,11.8,9.2,10.6,27,249
2018,PORSCHE,911 CARRERA GTS CABRIOLET,MINICOMPACT,3,6,M7,Z,12.7,9,11,26,258
2018,PORSCHE,911 CARRERA S,MINICOMPACT,3,6,AM7,Z,10.8,8.3,9.7,29,226
2018,PORSCHE,911 CARRERA S,MINICOMPACT,3,6,M7,Z,12.1,8.3,10.4,27,242
2018,PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3,6,AM7,Z,10.8,8.4,9.7,29,228
